================================================================================
 Задание 4 — Блок 1: перебор гиперпараметров CNN на MNIST
 Устройство: cuda
================================================================================
 train: 8000 | val: 2000 | test: 2000

img: ./MNIST.png

Конфигураций в сетке: 72

  [#07] эпоха  16/20 | train_loss=0.3109 val_loss=0.3295 | train_acc=0.9116 val_acc=0.9025
  [#07] эпоха  18/20 | train_loss=0.2846 val_loss=0.2984 | train_acc=0.9201 val_acc=0.9095
  [#07] эпоха  20/20 | train_loss=0.2686 val_loss=0.2833 | train_acc=0.9227 val_acc=0.9135

>>> block=a | channels=(8, 16) | conv(k=5, s=2) | pool(k=2, s=2) | lr=0.001 | params=3,594
  [#08] эпоха   1/20 | train_loss=2.1066 val_loss=1.7659 | train_acc=0.3339 val_acc=0.5095
  [#08] эпоха   2/20 | train_loss=1.3945 val_loss=1.0692 | train_acc=0.6199 val_acc=0.7220
  [#08] эпоха   4/20 | train_loss=0.5948 val_loss=0.5457 | train_acc=0.8371 val_acc=0.8470
  [#08] эпоха   6/20 | train_loss=0.4064 val_loss=0.4077 | train_acc=0.8861 val_acc=0.8825
  [#08] эпоха   8/20 | train_loss=0.3192 val_loss=0.3525 | train_acc=0.9091 val_acc=0.9025
  [#08] эпоха  10/20 | train_loss=0.2654 val_loss=0.3102 | train_acc=0.9244 val_acc=0.9080
  [#08] эпоха  12/20 | train_loss=0.2338 val_loss=0.2818 | train_acc=0.9320 val_acc=0.9190
  [#08] эпоха  14/20 | train_loss=0.2096 val_loss=0.2569 | train_acc=0.9406 val_acc=0.9235
  [#08] эпоха  16/20 | train_loss=0.1911 val_loss=0.2372 | train_acc=0.9439 val_acc=0.9280
  [#08] эпоха  18/20 | train_loss=0.1776 val_loss=0.2395 | train_acc=0.9471 val_acc=0.9305
  [#08] эпоха  20/20 | train_loss=0.1654 val_loss=0.2161 | train_acc=0.9516 val_acc=0.9380

>>> block=a | channels=(8, 16) | conv(k=7, s=1) | pool(k=2, s=1) | lr=0.001 | params=6,858
  [#09] эпоха   1/20 | train_loss=2.1882 val_loss=1.9675 | train_acc=0.2213 val_acc=0.3510
  [#09] эпоха   2/20 | train_loss=1.7387 val_loss=1.4928 | train_acc=0.4115 val_acc=0.5105
  [#09] эпоха   4/20 | train_loss=1.0093 val_loss=0.8830 | train_acc=0.7385 val_acc=0.7945
  [#09] эпоха   6/20 | train_loss=0.6319 val_loss=0.5950 | train_acc=0.8404 val_acc=0.8465
  [#09] эпоха   8/20 | train_loss=0.4698 val_loss=0.4532 | train_acc=0.8776 val_acc=0.8865
  [#09] эпоха  10/20 | train_loss=0.4012 val_loss=0.3860 | train_acc=0.8925 val_acc=0.9030
  [#09] эпоха  12/20 | train_loss=0.3445 val_loss=0.3456 | train_acc=0.9061 val_acc=0.9110
  [#09] эпоха  14/20 | train_loss=0.3117 val_loss=0.3217 | train_acc=0.9136 val_acc=0.9170
  [#09] эпоха  16/20 | train_loss=0.2916 val_loss=0.2999 | train_acc=0.9183 val_acc=0.9195
